0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
0	0
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
3.69764e-10	-5.6361e-11
